ELA,CC.7.SL.1,7,SL,1,Comprehension and Collaboration.,"Engage effectively in a range of collaborative discussions (one-on-one, in groups, and teacher-led) with diverse partners on grade 7 topics, texts, and issues, building on others’ ideas and expressing their own clearly."
ELA,CC.7.SL.1a,7,SL,1.a,Comprehension and Collaboration.,"Come to discussions prepared, having read or researched material under study; explicitly draw on that preparation by referring to evidence on the topic, text, or issue to probe and reflect on ideas under discussion."
ELA,CC.7.SL.1b,7,SL,1.b,Comprehension and Collaboration.,"Follow rules for collegial discussions, track progress toward specific goals and deadlines, and define individual roles as needed."
ELA,CC.7.SL.1c,7,SL,1.c,Comprehension and Collaboration.,Pose questions that elicit elaboration and respond to others’ questions and comments with relevant observations and ideas that bring the discussion back on topic as needed.
ELA,CC.7.SL.1d,7,SL,1.d,Comprehension and Collaboration.,"Acknowledge new information expressed by others and, when warranted, modify their own views."
ELA,CC.7.SL.2,7,SL,2,Comprehension and Collaboration.,"Analyze the main ideas and supporting details presented in diverse media and formats (e.g., visually, quantitatively, orally) and explain how the ideas clarify a topic, text, or issue under study."
ELA,CC.7.SL.3,7,SL,3,Comprehension and Collaboration.,"Delineate a speaker’s argument and specific claims, evaluating the soundness of the reasoning and the relevance and sufficiency of the evidence."
ELA,CC.7.SL.4,7,SL,4,Presentation of Knowledge and Ideas.,"Present claims and findings, emphasizing salient points in a focused, coherent manner with pertinent descriptions, facts, details, and examples; use appropriate eye contact, adequate volume, and clear pronunciation."
ELA,CC.7.SL.5,7,SL,5,Presentation of Knowledge and Ideas.,Include multimedia components and visual displays in presentations to clarify claims and findings and emphasize salient points.
ELA,CC.7.SL.6,7,SL,6,Presentation of Knowledge and Ideas.,"Adapt speech to a variety of contexts and tasks, demonstrating command of formal English when indicated or appropriate. (See grade 7 Language standards 1 and 3 on page 53 for specific expectations.)"
ELA,CC.8.SL.1,8,SL,1,Comprehension and Collaboration.,"Engage effectively in a range of collaborative discussions (one-on-one, in groups, and teacher-led) with diverse partners on grade 8 topics, texts, and issues, building on others’ ideas and expressing their own clearly."
ELA,CC.8.SL.1a,8,SL,1.a,Comprehension and Collaboration.,"Come to discussions prepared, having read or researched material under study; explicitly draw on that preparation by referring to evidence on the topic, text, or issue to probe and reflect on ideas under discussion."
ELA,CC.8.SL.1b,8,SL,1.b,Comprehension and Collaboration.,"Follow rules for collegial discussions and decision-making, track progress toward specific goals and deadlines, and define individual roles as needed."
ELA,CC.8.SL.1c,8,SL,1.c,Comprehension and Collaboration.,"Pose questions that connect the ideas of several speakers and respond to others’ questions and comments with relevant evidence, observations, and ideas."
ELA,CC.8.SL.1d,8,SL,1.d,Comprehension and Collaboration.,"Acknowledge new information expressed by others, and, when warranted, qualify or justify their own views in light of the evidence presented."
ELA,CC.8.SL.2,8,SL,2,Comprehension and Collaboration.,"Analyze the purpose of information presented in diverse media and formats (e.g., visually, quantitatively, orally) and evaluate the motives (e.g., social, commercial, political) behind its presentation."
ELA,CC.8.SL.3,8,SL,3,Comprehension and Collaboration.,"Delineate a speaker’s argument and specific claims, evaluating the soundness of the reasoning and relevance and sufficiency of the evidence and identifying when irrelevant evidence is introduced."
ELA,CC.8.SL.4,8,SL,4,Presentation of Knowledge and Ideas.,"Present claims and findings, emphasizing salient points in a focused, coherent manner with relevant evidence, sound valid reasoning, and well-chosen details; use appropriate eye contact, adequate volume, and clear pronunciation."
ELA,CC.8.SL.5,8,SL,5,Presentation of Knowledge and Ideas.,"Integrate multimedia and visual displays into presentations to clarify information, strengthen claims and evidence, and add interest."
ELA,CC.8.SL.6,8,SL,6,Presentation of Knowledge and Ideas.,"Adapt speech to a variety of contexts and tasks, demonstrating command of formal English when indicated or appropriate. (See grade 8 Language standards 1 and 3 on page 53 for specific expectations.)"
ELA,CC.9.SL.1,9-10,SL,1,Comprehension and Collaboration.,"Initiate and participate effectively in a range of collaborative discussions (one-on-one, in groups, and teacher-led) with diverse partners on grades 9–10 topics, texts, and issues, building on others’ ideas and expressing their own clearly and persuasively."
ELA,CC.10.SL.1,9-10,SL,1,Comprehension and Collaboration.,"Initiate and participate effectively in a range of collaborative discussions (one-on-one, in groups, and teacher-led) with diverse partners on grades 9–10 topics, texts, and issues, building on others’ ideas and expressing their own clearly and persuasively."
ELA,CC.9.SL.1a,9-10,SL,1.a,Comprehension and Collaboration.,"Come to discussions prepared, having read and researched material under study; explicitly draw on that preparation by referring to evidence from texts and other research on the topic or issue to stimulate a thoughtful, well-reasoned exchange of ideas."
ELA,CC.10.SL.1a,9-10,SL,1.a,Comprehension and Collaboration.,"Come to discussions prepared, having read and researched material under study; explicitly draw on that preparation by referring to evidence from texts and other research on the topic or issue to stimulate a thoughtful, well-reasoned exchange of ideas."
ELA,CC.9.SL.1b,9-10,SL,1.b,Comprehension and Collaboration.,"Work with peers to set rules for collegial discussions and decision-making (e.g., informal consensus, taking votes on key issues, presentation of alternate views), clear goals and deadlines, and individual roles as needed."
ELA,CC.10.SL.1b,9-10,SL,1.b,Comprehension and Collaboration.,"Work with peers to set rules for collegial discussions and decision-making (e.g., informal consensus, taking votes on key issues, presentation of alternate views), clear goals and deadlines, and individual roles as needed."
ELA,CC.9.SL.1c,9-10,SL,1.c,Comprehension and Collaboration.,"Propel conversations by posing and responding to questions that relate the current discussion to broader themes or larger ideas; actively incorporate others into the discussion; and clarify, verify, or challenge ideas and conclusions."
ELA,CC.10.SL.1c,9-10,SL,1.c,Comprehension and Collaboration.,"Propel conversations by posing and responding to questions that relate the current discussion to broader themes or larger ideas; actively incorporate others into the discussion; and clarify, verify, or challenge ideas and conclusions."
ELA,CC.9.SL.1d,9-10,SL,1.d,Comprehension and Collaboration.,"Respond thoughtfully to diverse perspectives, summarize points of agreement and disagreement, and, when warranted, qualify or justify their own views and understanding and make new connections in light of the evidence and reasoning presented."
ELA,CC.10.SL.1d,9-10,SL,1.d,Comprehension and Collaboration.,"Respond thoughtfully to diverse perspectives, summarize points of agreement and disagreement, and, when warranted, qualify or justify their own views and understanding and make new connections in light of the evidence and reasoning presented."
ELA,CC.9.SL.2,9-10,SL,2,Comprehension and Collaboration.,"Integrate multiple sources of information presented in diverse media or formats (e.g., visually, quantitatively, orally) evaluating the credibility and accuracy of each source."
ELA,CC.10.SL.2,9-10,SL,2,Comprehension and Collaboration.,"Integrate multiple sources of information presented in diverse media or formats (e.g., visually, quantitatively, orally) evaluating the credibility and accuracy of each source."
ELA,CC.9.SL.3,9-10,SL,3,Comprehension and Collaboration.,"Evaluate a speaker’s point of view, reasoning, and use of evidence and rhetoric, identifying any fallacious reasoning or exaggerated or distorted evidence."
ELA,CC.10.SL.3,9-10,SL,3,Comprehension and Collaboration.,"Evaluate a speaker’s point of view, reasoning, and use of evidence and rhetoric, identifying any fallacious reasoning or exaggerated or distorted evidence."
